RegionID,SizeRank,RegionName,RegionType,State Name,31-08-2018,30-09-2018,31-10-2018,30-11-2018,31-12-2018,31-01-2019,28-02-2019,31-03-2019,30-04-2019,31-05-2019,30-06-2019,31-07-2019,31-08-2019,30-09-2019,31-10-2019,30-11-2019,31-12-2019,31-01-2020,29-02-2020,31-03-2020,30-04-2020,31-05-2020,30-06-2020,31-07-2020,31-08-2020,30-09-2020,31-10-2020,30-11-2020,31-12-2020,31-01-2021,28-02-2021,31-03-2021,30-04-2021,31-05-2021,30-06-2021,31-07-2021,31-08-2021,30-09-2021,31-10-2021,30-11-2021,31-12-2021,31-01-2022,28-02-2022,31-03-2022,30-04-2022,31-05-2022,30-06-2022,31-07-2022,31-08-2022,30-09-2022,31-10-2022,30-11-2022,31-12-2022,31-01-2023,28-02-2023
102001,0,United States,country,New York,234729,234207,234473,235755,236021,237031,237490,240237,242433,244455,245274,245604,246214,247415,249594,251703,252814,253790,255646,258826,260123,257470,254300,257098,264392,273771,279892,284743,286892,287623,289775,293395,300200,305743,310780,313007,315212,316984,320607,324230,327426,328420,332048,338271,347710,354742,357064,353048,346986,342541,340167,337225,333345,330710,332795
394913,1,"New York, NY",msa,California,400482,406813,405321,408189,400653,401251,400481,401526,401342,400462,401278,403094,402305,402866,406374,411322,415527,416792,420805,422761,426472,426872,425290,420657,421101,428785,443576,458474,467761,470836,472594,475079,481817,486385,492911,496916,501045,506791,511825,513097,511418,512368,515360,521054,530125,537891,545087,549466,555500,552533,544761,535498,529224,526850,524991
753899,2,"Los Angeles, CA",msa,Illinois,631221,627703,629348,630360,629040,624917,622078,625107,628946,629121,630219,635459,637823,641731,641417,645090,650275,657054,662247,665491,659038,651706,648343,663249,685913,707933,721216,728222,730758,732652,741335,753396,771123,788016,801517,806102,809278,812807,821186,828432,840208,847042,857350,870064,892278,906159,904577,887685,872257,860612,856439,850125,841313,836302,834469
394463,3,"Chicago, IL",msa,Texas,223460,222736,223705,227892,229588,230791,233712,236695,237151,235590,231850,230852,228320,228841,230987,235289,237687,237424,238928,242193,246413,243896,237749,235090,240609,249954,259561,263619,266596,265467,266445,266896,268271,271314,272662,273295,272748,274596,277126,279757,281268,283132,284736,285887,288511,290458,294727,295412,294206,290340,287317,286508,286886,286801,287842
394514,4,"Dallas, TX",msa,Texas,260029,255107,253359,253794,254173,253363,253777,255353,257809,261580,263659,265849,265639,263528,264996,265534,267109,268201,269948,271150,272902,271496,272061,276261,284569,290083,294647,299953,301221,301338,304844,311052,319049,328560,337050,344734,346818,347735,350384,353929,358471,362604,368221,374949,388726,403021,412283,410735,404812,396729,391754,387579,381147,373730,373471
394692,5,"Houston, TX",msa,Virginia,221261,220314,220647,221497,222813,222781,224023,225643,226920,229043,230282,231415,230927,229880,229573,231029,233249,235057,236538,236514,237139,233792,234772,239618,248026,252456,255696,259117,262935,264228,267233,273480,280242,287151,292178,294898,295285,293385,295814,300954,305675,309748,314033,317913,323519,329663,334946,336186,331087,327676,323451,320770,315618,313666,314235
395209,6,"Washington, DC",msa,Pennsylvania,385320,384478,385934,386588,390482,393576,396659,399813,399887,397937,394714,394335,395111,395894,398957,405723,409272,408448,409374,415942,424526,419866,412593,414082,425054,437966,445195,448341,448334,444782,439760,441045,447586,460254,466019,468397,468006,468193,470177,470804,471968,467323,467089,474509,492248,506438,511253,506830,499493,493281,491571,491624,484976,477776,479100
394974,7,"Philadelphia, PA",msa,Florida,227989,228772,229138,230685,231627,234138,234092,237092,238625,240119,239369,240843,242419,242807,241120,242105,244541,247562,249663,252146,258614,259325,256507,252700,255699,264727,270199,274317,275488,278084,279006,278379,277598,276784,277576,280100,285897,291084,293572,293640,291897,295263,296878,298161,297659,304535,314435,320562,319706,318431,317798,317689,317793,316561,316617
394856,8,"Miami, FL",msa,Georgia,262747,262112,265889,270032,271480,271189,270408,275220,277351,277608,274842,275753,278041,279801,282500,285965,288289,289983,290668,296332,300834,301867,299961,300836,307900,316505,321836,324688,325876,330158,335958,339840,342714,343493,345287,346587,349118,352756,357043,361504,368841,376485,384941,392586,397778,406156,410831,414397,412025,411344,414774,416073,416824,415289,421074
394347,9,"Atlanta, GA",msa,Massachusetts,223219,224929,228333,231025,230609,230022,230708,233380,234049,235795,236590,238145,239333,241185,243930,246773,248560,249826,252012,253816,256401,251652,249066,250468,260688,270676,278345,282034,283406,284583,286866,292285,297790,304531,310976,316576,320394,324949,331777,340426,345104,347154,347977,351089,356072,363981,371452,374770,374517,371648,368126,362906,359232,354752,354442
394404,10,"Boston, MA",msa,Arizona,435761,433076,435241,435170,433614,433821,438653,444925,445551,447923,449119,450493,447843,448517,451618,452778,456118,458799,466081,474923,485773,485789,479606,476288,485740,503508,512650,514580,513198,513248,521940,529771,542692,552137,561887,565305,565552,561520,562392,566925,571450,571512,571469,580729,598989,615169,627456,628331,623987,615164,610354,609273,601344,592909,584068
394976,11,"Phoenix, AZ",msa,California,264611,265461,265352,266325,267162,268141,268810,269247,270451,272341,274063,276291,278803,282084,285446,287367,289315,292330,296826,301748,301929,299557,298920,304231,313426,321690,328258,332668,335279,339948,347029,356349,365253,376216,386052,395661,403076,411253,418000,424343,428899,435243,443442,455689,466919,477273,482762,479904,470790,459699,454528,447149,438551,430075,426498
395057,12,"San Francisco, CA",msa,California,856289,847319,853361,853496,846645,833516,835923,841440,853374,856055,860752,850295,840446,834589,847881,856114,861925,855791,858509,861708,858548,847990,851987,876309,911138,934184,936528,936914,935044,944031,954797,974127,1015752,1055954,1084421,1082587,1074978,1070272,1071516,1068321,1054794,1048699,1061602,1097055,1145536,1179191,1185915,1148061,1093776,1070639,1068019,1074385,1047108,1017640,989139
395025,13,"Riverside, CA",msa,Michigan,351057,353912,353948,354101,351194,351567,351751,353660,354167,356441,359000,361270,363693,366959,370126,371969,371506,372297,373509,376234,375081,374693,377131,385198,396512,408174,417896,424687,429994,433239,438657,445737,456204,465984,475133,483327,491122,495882,501050,505746,515183,523450,530066,537128,546724,556386,560753,554077,547240,539282,536097,525213,518231,511407,514913
394532,14,"Detroit, MI",msa,Washington,177193,173736,172697,172268,174267,174067,175918,178121,180478,183145,183675,185885,184409,185204,184187,185974,185693,186519,186696,190436,197034,195473,193428,193728,199397,205547,206507,210500,210909,210158,207729,209718,214223,220824,223270,225749,225930,227442,226344,226092,226175,228644,232452,233558,234487,236987,242119,246431,244610,240530,238019,236894,235229,228749,227609
395078,15,"Seattle, WA",msa,Minnesota,441207,436538,434771,433820,433946,435639,442828,449533,454494,459586,460000,460077,457116,458140,461946,463533,470594,473887,481266,485890,491762,487425,490434,496979,514336,528821,539794,546745,543823,546747,551557,571370,589602,612275,622969,631600,629806,627893,629192,632413,638060,634791,644171,664637,696890,718189,717713,699697,676540,664429,665784,659905,650995,641422,637816
394865,16,"Minneapolis, MN",msa,California,246552,246882,250748,254604,256322,256821,258036,262878,265030,267241,266863,266671,267112,267050,269657,270894,272062,273189,274832,279060,282660,282771,280801,281176,286780,293039,299118,303009,305916,305178,305270,307069,311866,317326,321487,323928,326439,329702,331881,332111,330053,330777,330312,332432,336804,344323,351017,353900,352036,350628,347108,344464,339429,337691,337041
395056,17,"San Diego, CA",msa,Florida,573865,574912,571016,567343,562781,569218,571807,573418,570461,568877,574826,574923,579330,573660,576307,581840,584866,590280,591964,595608,593714,586534,588030,600784,620803,637819,643975,649777,653579,656519,666649,679940,697220,713738,730057,740300,737957,737570,741736,754873,763138,770397,781792,800274,821817,840649,837955,824677,805624,797196,794037,789643,783304,782395,786650
395148,18,"Tampa, FL",msa,Colorado,206888,207615,207989,210985,211258,212560,212970,214540,215910,216106,216935,218507,220261,221905,223394,224593,227121,228170,230772,232111,235681,235844,236132,236474,241023,248061,254055,258843,261806,264277,266561,268109,272696,277099,283848,287649,292220,295904,301284,308263,315961,324602,333178,342194,349690,358956,367042,372750,371292,365727,365033,362947,363625,358029,357959
394530,19,"Denver, CO",msa,Maryland,399460,397837,398654,398787,398865,397849,398381,399673,402030,406892,407636,411906,412085,414090,414446,417481,417817,419306,420890,427809,427712,426094,422170,427816,437881,448446,457937,464294,467117,464831,466905,476782,494453,511827,524090,532107,537289,542026,544305,547490,550501,556065,563669,576260,593099,606504,612401,605079,597560,590711,587440,584238,575573,566061,564126
394358,20,"Baltimore, MD",msa,Missouri,275426,276974,276754,279019,279456,277626,278394,278111,281367,282798,284217,285096,285913,289231,292087,293346,294339,293123,293528,295474,301887,301530,295566,288675,293820,302504,310256,313231,311062,311866,309572,310144,304593,306284,310876,314790,317365,318327,327056,328944,328383,328130,328475,333201,335744,341645,347838,347561,345029,342541,342561,341243,337983,338996,340208
395121,21,"St. Louis, MO",msa,Florida,175893,176119,176418,176694,177915,180685,181566,183077,182755,184004,184557,185177,186165,185509,187239,188025,190412,191457,190290,190847,191395,194795,194150,195735,200422,206457,209535,209792,210397,210668,209389,208364,207898,209434,211464,215312,216707,219636,219629,221456,220593,219201,217982,220667,224980,229665,235359,238219,239553,235468,235372,234690,235326,230905,229500
394943,22,"Orlando, FL",msa,North Carolina,231117,231861,233379,233602,236370,236721,240572,240504,241468,241294,243591,246804,249322,251328,251555,251596,253869,256343,259201,259189,261838,262472,261857,261502,265481,270053,274414,276967,279784,281568,282068,284222,286509,290557,297263,306691,314831,320626,326700,333678,340835,346298,351197,359037,369451,378307,385829,387007,386771,382654,379823,377394,374860,371869,374435
394458,23,"Charlotte, NC",msa,Texas,226029,225962,227508,228977,229258,228527,227640,230464,234691,238927,242139,245034,244572,246748,247722,250184,252500,253717,257341,257630,259915,253794,252002,254191,265735,274863,282135,286276,287380,289589,292734,299287,304497,311648,316477,320499,323210,328522,334314,340974,345383,349233,352934,356357,363812,372708,382166,381780,377350,372358,368550,364668,357516,358842,357464
395055,24,"San Antonio, TX",msa,Oregon,214020,211965,213153,212958,214115,212573,213236,214607,216634,218723,219656,221933,222039,222912,224709,223921,224375,224433,226892,228914,230687,231059,231936,236114,241074,246878,250813,255195,256911,258122,259480,260291,263517,267550,272470,278219,282951,286820,291075,295488,300363,303693,305587,308866,313420,320571,325669,325013,321993,318669,321834,319375,319285,314116,314586
394998,25,"Portland, OR",msa,California,384545,382562,384483,383518,383216,380414,382107,383614,386077,386550,387200,389389,389822,390873,393399,396549,399140,401651,403150,406076,405637,403003,403240,407966,417637,427944,435585,440618,442153,444871,451612,460098,468996,477717,484016,489919,495195,497875,502961,503579,508522,508662,511022,519673,531477,542406,547256,545812,540915,535675,530400,526950,519466,511923,509397
395045,26,"Sacramento, CA",msa,Pennsylvania,390235,389918,389538,391457,390753,391314,390962,393289,398459,402778,405304,405391,406959,407087,405414,406849,407503,410851,411856,418088,419668,417379,416864,425496,439348,451855,460163,463868,466798,468421,474871,485893,497141,510817,521153,530271,533901,534822,535836,539703,542110,547092,553737,568548,577400,583322,577709,573108,560901,553685,544166,539981,529466,527254,525838
394982,27,"Pittsburgh, PA",msa,Ohio,162128,162064,160185,160030,160717,161658,161692,161841,161957,163201,164593,167600,170438,170258,170081,169264,170250,169875,169314,171429,176824,181170,179635,179676,181180,187500,189414,190233,187238,186244,187111,191208,193738,196263,199311,202438,203191,202311,203046,204379,205480,204516,204167,203445,205612,208774,212730,215548,214740,212216,210807,209003,205475,201327,200498
394466,28,"Cincinnati, OH",msa,Texas,168616,168381,168624,170243,169731,169853,170524,173233,176635,177792,178665,177526,177450,178602,179608,180710,182251,182229,183158,185829,190596,188950,187235,187070,192985,196485,199998,203167,205217,202802,200528,198396,203985,207084,216594,218683,224702,225079,228692,230024,232231,232589,232587,232529,234946,239481,242813,246045,242251,243320,242299,244806,241556,239158,240751
394355,29,"Austin, TX",msa,Nevada,312490,308514,309791,308897,311466,310863,306859,307994,311690,321033,325183,325533,323114,320347,324457,325861,328095,326589,329968,333955,335250,332389,330787,339848,349298,357868,365023,372140,377714,380085,387833,403338,432169,453928,470704,476476,479492,474473,467076,471211,475568,486859,495988,515180,534167,553841,556019,546828,526579,513833,504327,495698,480044,475622,467989
394775,30,"Las Vegas, NV",msa,Missouri,267659,270844,274797,276504,277331,277784,277929,279186,279110,280367,280728,281974,284332,287725,289571,289364,288475,288739,293274,295870,296680,295222,296889,300691,302771,304232,307934,313135,316949,319352,322099,327650,333524,341379,348674,358138,363827,368766,371206,376722,383504,393083,405367,416270,426707,431307,432024,426915,419198,415176,411539,405402,395234,388265,385131
394735,31,"Kansas City, MO",msa,Ohio,200826,200561,201086,204138,205817,207460,207533,211435,214161,217970,218923,218662,218290,216993,215299,215313,218311,222241,223755,227667,229601,230558,229010,231389,236844,243430,248230,251065,249203,249711,252122,255507,256466,257267,257518,259770,259165,261938,263218,265547,267621,266453,268962,272128,277823,285910,292059,294780,293510,290738,290964,286857,284077,279673,279470
394492,32,"Columbus, OH",msa,Indiana,188504,186352,186114,187015,186340,185606,187732,190429,194582,197876,200820,201347,198561,197163,195290,195804,195355,199154,202046,207589,210379,211213,207510,209647,214817,220703,222953,224458,227565,227215,223261,222531,226976,235564,242066,245109,250465,252554,253719,251908,253954,255439,258780,259786,264374,272013,281529,286186,283376,279443,277391,278888,277074,272456,272738
394705,34,"Indianapolis, IN",msa,Ohio,174525,173038,173060,175047,176097,177394,177468,179102,179385,181389,183075,185872,187690,186888,188277,186697,187039,185474,188089,191712,195748,198750,199069,201173,205033,211914,215720,217183,215662,215307,215263,215399,218129,222698,228595,233656,235399,237335,240804,244152,247080,245281,243961,245950,250028,258375,264623,270982,269702,267736,265266,261626,258728,255938,260878
394475,35,"Cleveland, OH",msa,California,141557,143110,142843,142912,141715,145255,146258,148893,148201,150824,152032,153792,152810,151648,151342,151852,151966,153839,156162,159117,161180,161205,159731,159288,161904,166799,170282,170781,172586,171826,172464,170522,170314,171527,173827,178186,182465,182149,181869,181349,183276,184175,184419,186974,188546,192236,196463,200165,201604,199512,197045,192866,191391,189290,189304
395059,36,"San Jose, CA",msa,Tennessee,1138512,1121255,1133204,1104328,1080754,1059440,1058433,1072750,1070104,1081341,1088584,1093671,1072879,1054904,1048529,1064044,1068991,1058787,1073726,1084096,1109606,1102365,1103900,1112036,1130346,1150697,1174647,1181509,1187981,1192528,1198855,1219136,1235401,1257178,1277261,1286421,1303365,1305325,1319245,1334995,1354832,1355618,1372924,1408817,1463031,1477243,1459137,1420375,1387058,1363955,1350356,1339300,1324709,1327386,1295720
394902,37,"Nashville, TN",msa,Virginia,261399,257540,258701,259218,263090,263673,264002,265918,268347,272713,276852,279575,281415,281181,282929,284617,288210,288612,287823,288147,291392,290642,288417,292644,300288,307674,312647,315809,318124,316898,318803,322496,329365,337024,346246,357538,365569,371560,380216,386440,393469,394163,399964,408201,422027,434736,440143,440014,431617,426293,418931,412372,408049,403809,405307
395194,38,"Virginia Beach, VA",msa,Rhode Island,231617,230919,234357,237643,236607,232681,233232,234840,239210,240795,241572,242725,243014,245439,244310,243717,243441,244283,245780,248903,249954,252953,250653,255051,256871,265240,268469,273412,274961,274841,271810,271226,273439,277159,279806,281473,282955,283653,284601,285804,287138,289066,289745,291929,296597,304572,307284,306343,301682,300463,300600,300526,301207,303866,308644
395005,39,"Providence, RI",msa,Florida,266905,266926,268639,270325,270957,268383,267665,269525,275739,281594,283062,284269,284526,287517,287834,288885,288516,290763,290944,296094,301042,302847,298506,297266,305919,316812,325125,327292,329532,329378,330356,330610,336767,341774,348654,350125,357480,362801,368600,367435,369276,368983,373308,373049,377682,385343,393309,396358,392659,391509,393587,396379,394657,393646,393830
394714,40,"Jacksonville, FL",msa,Wisconsin,221518,219995,221016,223838,224843,224370,223859,225410,226855,226346,224476,228456,231507,237039,237161,237035,234913,236049,238517,241058,242319,240150,239019,241996,248283,257251,261542,267855,269176,269640,270939,274606,283256,288283,293779,295150,299924,305924,313870,318971,323546,324275,326708,334047,342474,350187,353763,359081,361727,358338,355457,352510,349901,348181,346263
394862,41,"Milwaukee, WI",msa,Oklahoma,214440,213015,210720,214339,214255,215212,211942,215359,221395,228427,229484,226425,224437,227102,227043,227267,225227,228293,229197,232210,232558,234647,230999,231727,233420,235453,229909,223959,220328,223180,227198,233093,238188,242756,247536,252084,252478,253182,254244,256499,256406,256133,256065,256755,258547,267157,275517,281277,277469,277966,276472,277119,273591,269956,273103
394935,42,"Oklahoma City, OK",msa,North Carolina,159906,162769,165940,167332,167332,167897,170888,173342,175340,174033,177150,175855,179075,177697,179645,180812,182716,182091,182410,183338,186800,187361,187618,189014,194864,199453,202379,202050,201291,200320,200912,202799,206509,208084,210817,212458,212609,212552,213321,216491,217828,219026,220084,223664,226511,232548,234263,234670,234569,235078,238656,239483,236497,231905,228017
395012,43,"Raleigh, NC",msa,Tennessee,258673,258479,256748,259551,258525,259823,259841,261023,264603,266246,268812,271181,273981,274502,276314,275649,278122,277044,280904,280767,285115,282692,280834,281801,289074,297637,304661,310135,314104,316056,318248,320211,326699,335144,348898,358535,366116,370665,377714,385679,388834,392822,393100,399185,408039,419366,429442,432146,429397,418426,412380,408144,404522,401659,401418
394849,44,"Memphis, TN",msa,Virginia,170380,168884,168258,169295,171076,170715,174128,174197,175895,177629,181759,185689,185261,182761,178899,179223,182813,186216,189951,191235,195589,195905,196460,197133,201819,208880,215427,218591,218075,215186,213075,214702,216836,219998,224631,228805,234196,234515,240565,245106,249572,246968,245244,244788,247777,250963,256388,258459,259644,258457,256814,252468,246026,242955,245099
395022,45,"Richmond, VA",msa,Kentucky,231191,231886,232162,234504,232799,233752,234697,238939,242619,244291,244665,243883,245135,247214,249363,249946,251225,250544,252025,251594,255076,256080,255128,255235,256696,266530,274629,280851,280683,277926,280731,280953,283754,283652,288088,292232,296636,301164,303658,305766,305000,307236,309080,316694,324234,333416,336830,337893,336738,335126,334724,334301,334038,332523,336703
394807,46,"Louisville, KY",msa,Louisiana,177762,174975,173403,174320,178696,179639,181931,180745,180608,181155,184165,188743,188947,187597,186600,185112,186239,184576,188502,190006,194032,192845,194259,199511,206519,209662,210453,212180,210523,209780,207954,211245,212920,214459,216053,219742,222378,223517,225712,226849,228675,226716,226848,227173,232771,238068,242546,242563,242474,242033,245419,244367,241105,236651,236413
394910,47,"New Orleans, LA",msa,Utah,198259,195814,194090,192233,193753,195031,199082,199553,200148,199169,202999,205955,208169,205390,204051,204782,203888,205723,204895,208048,211025,210583,212501,212949,219626,222432,225926,227308,228318,227412,228071,233238,241563,245258,250276,249285,251933,257033,258994,259157,253195,257796,264670,269114,271955,276414,281077,275058,266963,260904,263317,265217,266034,263930,260657
395053,48,"Salt Lake City, UT",msa,Connecticut,308514,309775,313545,315750,313146,313366,317144,320974,323072,324944,329761,333319,334088,337221,336013,339348,340815,344641,349776,353317,355295,351194,351692,355757,364339,372209,377333,382598,390041,396235,407651,416155,429422,438609,449563,459839,466232,473651,477895,485689,485046,490733,500519,517511,533306,542695,543932,532613,524927,521340,522165,511632,494764,485955,482308
394669,49,"Hartford, CT",msa,New York,222238,217909,217216,214960,218710,218434,216297,216495,219018,222959,221567,221002,220354,221142,221358,223477,225402,227541,228099,232191,234317,234224,229270,228043,231355,239502,245904,251662,255445,256980,256598,254849,256161,257924,259690,260715,264083,266883,267440,269532,270264,271921,271649,271700,277617,282455,292649,295340,296987,295725,297207,298221,295354,291544,292640
394425,50,"Buffalo, NY",msa,Alabama,154676,157167,155423,157336,156354,155274,154843,155755,158046,158910,162116,163638,165098,163792,165128,163936,165348,164926,164981,164820,167200,172261,170728,171134,171916,178860,183101,185560,187698,187597,186211,184246,184699,190075,193304,198493,202193,207188,210068,208691,208655,206873,205673,204725,205306,213324,222312,228939,229169,226115,223940,225096,224373,225829,220518
394388,51,"Birmingham, AL",msa,New York,190038,189358,188809,189843,188711,186657,187313,189617,196104,200072,201799,199906,197405,195030,197607,200884,204344,204571,206692,213150,217785,216300,209972,208773,210788,219454,224064,230134,227458,228710,229675,231133,233935,234221,236028,237034,238731,242795,244600,247312,250022,250510,254008,255049,262655,265455,269307,270015,270111,265985,265666,261149,259215,252891,249955
395031,52,"Rochester, NY",msa,Michigan,145795,144672,145164,145488,145470,143837,143061,143434,145170,147578,151074,152353,153635,152748,152565,152061,152567,154836,154224,157386,159801,161814,159126,158045,162460,167900,171712,173501,174463,172983,170970,169198,173463,177458,184139,183916,187638,186403,188168,186157,184405,182710,180731,182999,187951,195990,202578,206819,207276,204033,202347,199275,199934,197205,198887
394640,53,"Grand Rapids, MI",msa,Arizona,186763,186494,187404,187789,186861,186813,186543,188353,191726,195512,200476,200618,200917,200062,200661,199478,199590,198878,200912,205411,209998,210828,210207,213416,217558,223455,225055,228952,227935,224947,225047,229911,239166,245879,248934,251405,253077,254374,252833,255973,256612,258676,259330,264442,274056,283115,289780,291815,288663,288163,285227,283450,279759,276113,276594
395167,54,"Tucson, AZ",msa,Hawaii,199432,200507,203358,205844,206370,207942,207650,210459,209271,213137,216423,220891,218258,218730,220195,221324,224504,223638,227955,229030,232215,231307,231264,234167,239419,244551,249080,254236,256588,259702,262367,269803,274661,283184,289827,295170,299594,303065,307882,310174,312984,315086,319733,323700,331778,338523,346403,348096,348940,343234,337230,333842,331649,331533,326524
753924,55,"Urban Honolulu, HI",msa,Oklahoma,566088,560205,561188,562655,560563,565243,559121,574366,572424,582577,584200,596178,596567,592759,583748,575271,577637,574758,587318,601292,614226,621206,610831,607456,607009,617948,615470,613778,618260,628386,635706,624066,623973,632070,638128,647177,655121,665670,675587,675986,690772,701492,703906,705242,709184,722219,732679,735827,726786,710487,707626,705908,701986,680260,677203
395169,56,"Tulsa, OK",msa,California,157004,157509,159779,160872,158817,160505,160160,163410,164264,168359,170438,171949,169414,168689,167081,167640,170889,174617,179245,181416,180963,179490,179282,183888,189734,196809,199971,201523,200780,199110,199439,201167,204218,205020,206836,208939,213325,213966,217016,218767,221558,221953,222348,224712,229165,233548,237593,236230,234791,232380,235986,235408,231852,226215,227250
394619,57,"Fresno, CA",msa,Massachusetts,261573,258837,259848,257495,258093,257944,261339,266325,266441,266809,264252,268495,269495,272087,272087,275373,277156,279883,280418,279409,278878,277815,283532,291343,296804,301798,307169,310596,313962,314467,321658,325127,328845,334391,340488,345832,349701,354480,359894,361772,367939,373462,384589,387996,391977,389868,393638,389834,386604,383891,385524,387637,381057,373563,370406
395238,58,"Worcester, MA",msa,Nebraska,256298,259899,258179,261199,256708,261342,259092,258658,259776,263151,264554,263283,265058,268310,272151,274468,279195,280442,277444,277607,279290,287637,285895,292150,294456,304602,308722,316018,317538,320484,314948,317092,319955,332444,340772,343125,343634,345971,351192,355470,353028,355943,356184,360332,364977,369784,381894,388666,392983,387435,384225,380174,380742,377084,382351
394938,59,"Omaha, NE",msa,Connecticut,180058,179044,180256,182529,183657,182226,184147,184717,187446,187689,188825,190334,190862,190864,190080,190324,190778,189796,190921,190149,193334,194580,200645,203740,206831,207302,208950,211824,212556,213472,213036,218512,224062,228989,231939,233339,234685,232489,232278,231011,231178,231643,233629,238895,245602,253989,256630,259297,258104,259756,260866,261246,260024,258700,259935
394415,60,"Bridgeport, CT",msa,South Carolina,393899,381022,382579,384781,393934,391422,383024,385845,384183,385900,379660,381846,386182,383982,380006,384272,388282,406816,405469,412516,403439,402202,401576,409907,433256,455406,482134,483444,489724,479538,488867,485213,488750,493593,507800,522931,514847,493741,480635,477898,485563,479480,479059,490000,509510,524066,538434,552539,561125,554225,540095,531970,512160,500849,489559
394653,61,"Greenville, SC",msa,New Mexico,189127,188690,187390,189398,191430,192306,193325,193857,197983,200340,202217,203763,206272,206737,208097,205093,205138,202080,203081,206756,210174,211309,209740,210448,215325,220111,227984,231343,237057,237189,235866,233747,236216,240122,244730,246682,251942,252374,258203,263855,273117,273929,274959,274493,282785,287172,290986,293090,293397,297431,297316,295127,288381,282962,280179
394312,62,"Albuquerque, NM",msa,California,202531,200098,197624,197831,201253,204825,205190,205887,208821,212991,216973,217381,216073,214122,215665,216150,218011,218281,221594,224604,226091,223700,223349,227696,236955,242833,246368,246605,248576,250682,255347,258734,263169,265064,271171,275083,279351,280370,279454,284554,290573,299193,303038,306838,310965,317789,319772,318926,314774,317002,317767,317443,314110,310655,311223
394357,63,"Bakersfield, CA",msa,New York,225219,227072,229207,226555,224299,222934,225493,229981,232540,234090,235508,235700,236042,235395,238049,242021,243907,243859,244552,245935,248105,249622,251049,253578,256710,260266,266059,271194,276068,279665,279132,283901,284574,291460,289433,294107,295357,304052,309524,314584,319604,324757,329201,331972,336085,339217,339686,335262,333374,331091,334549,332885,333254,331740,335377
394308,64,"Albany, NY",msa,Tennessee,193378,191175,189820,189893,188725,192751,192749,196574,193642,192121,193923,197107,197948,197027,195908,196159,197883,198806,201073,201050,204321,208801,208273,205586,203063,210656,218237,221255,222028,220299,220301,221290,228583,240345,250083,258630,261807,264991,264894,272909,276128,277261,280923,279192,281343,286715,301619,313466,316493,315664,315187,307501,305040,296450,298244
394753,65,"Knoxville, TN",msa,Louisiana,179184,180831,181202,187376,186665,182506,179131,179331,184598,186338,189623,191024,193790,194475,195183,195728,196591,196822,196764,201130,205153,206217,205872,210389,216803,223191,227537,229306,229420,230391,230570,233123,233266,236823,239982,246291,254033,257725,261664,264657,270767,271990,272365,272875,282396,291409,301713,302311,306864,305219,304687,299286,295943,301472,306343
394367,66,"Baton Rouge, LA",msa,Texas,188274,189906,190331,195906,196442,199147,194474,192325,190810,193062,197015,197695,195771,194874,195527,198464,199041,201488,200140,201181,202113,204373,203686,204599,208006,210217,213863,218570,221252,222627,221155,222737,223238,225653,226006,228691,230510,232912,231658,232636,232931,236085,236881,238435,240742,242706,244855,243926,238435,239030,239293,243760,242039,240233,238763
394843,67,"McAllen, TX",msa,Connecticut,144394,144037,144840,144491,144989,146711,147605,151288,149048,149207,150450,151248,151868,146806,149961,151917,157439,157608,159022,160160,159352,161879,163715,166913,169425,170019,169452,171095,175070,179306,178649,178469,180901,179542,182616,185438,189606,194481,194921,197948,200468,200724,204607,201686,207169,209391,215318,217151,215248,211303,208996,210345,211492,208559,203522
394908,68,"New Haven, CT",msa,Texas,216815,214772,216121,213757,216423,214957,217444,218185,217812,218031,218279,217558,217195,216502,218941,220869,221891,221033,218107,219701,223104,229227,225646,228236,227648,238325,242660,251086,253887,254477,253940,256908,261421,267469,266555,268413,265463,264179,264787,269680,274562,277639,282212,286728,291091,292957,296545,299663,301829,297903,297014,297266,297603,300253,300548
394561,69,"El Paso, TX",msa,Pennsylvania,144530,144062,142333,143423,144891,144652,148256,149093,152988,153285,154317,155092,154011,155077,155986,157444,157707,159640,159945,162045,162038,165032,166938,169822,172226,177177,179349,178384,175737,177134,180457,181402,181888,184028,185885,188727,190218,192149,193821,194499,196743,201350,207554,212550,218726,220068,224284,223774,224160,226000,225935,228907,228006,226084,223349
394318,70,"Allentown, PA",msa,California,185173,185185,186399,185244,187081,186282,186602,187538,189334,190874,191007,193863,194457,197944,196341,198426,197191,196225,198035,201788,208238,211574,212399,213175,213804,217266,222025,226516,229289,231093,232342,234384,234788,234216,236771,244156,248253,251429,247900,250312,251432,255469,258746,262256,266918,272663,277653,282812,284605,282314,280198,279722,278147,278294,281371
394952,71,"Oxnard, CA",msa,South Carolina,582826,588771,594235,596608,591867,585399,586750,587920,591065,593733,585937,585492,585792,593968,598522,598696,601011,606894,614762,616363,612379,607009,608430,617556,633563,656649,669770,682801,680367,688693,690878,701171,713864,725630,742195,743539,752000,751566,753343,761512,773251,790284,800947,807353,822203,824553,826836,816258,802691,791637,780167,783256,776050,768243,761751
394486,72,"Columbia, SC",msa,Florida,158043,162578,163916,166756,165605,163800,164048,164481,168250,169362,170959,173402,172256,171027,168155,171743,174613,175747,175165,174538,175953,174325,175399,178937,183973,188219,190872,193517,194595,197124,197818,197916,200354,204543,210919,210498,212823,213702,217622,220187,224545,227743,231810,232492,235474,236065,242786,247125,249406,247109,243913,244619,242346,239728,238592
